Run	Sample_Name	body_site	submitted_subject_id
SRR1404931	GTEX-13QJC-0826-SM-5RQKC	Thyroid	GTEX-13QJC
SRR8221630	GTEX-13QJC-0826-SM-5RQKC	Thyroid	GTEX-13QJC
SRR1404951	GTEX-1399U-2226-SM-5KLZI	Colon - Sigmoid	GTEX-1399U
SRR8220400	GTEX-1399U-2226-SM-5KLZI	Colon - Sigmoid	GTEX-1399U
SRR1404969	GTEX-131YS-3026-SM-5EGHY	Brain - Cerebellum	GTEX-131YS
SRR8220178	GTEX-131YS-3026-SM-5EGHY	Brain - Cerebellum	GTEX-131YS
SRR1404988	GTEX-12ZZX-1226-SM-5EGHS	Thyroid	GTEX-12ZZX
SRR8219868	GTEX-12ZZX-1226-SM-5EGHS	Thyroid	GTEX-12ZZX
SRR1405007	GTEX-12ZZZ-0011-R3b-SM-5DUXK	Brain - Anterior cingulate cortex (BA24)	GTEX-12ZZZ
SRR8219905	GTEX-12ZZZ-0011-R3b-SM-5DUXK	Brain - Anterior cingulate cortex (BA24)	GTEX-12ZZZ
SRR1405028	GTEX-12WSG-0526-SM-5FQTH	Heart - Left Ventricle	GTEX-12WSG
SRR8219679	GTEX-12WSG-0526-SM-5FQTH	Heart - Left Ventricle	GTEX-12WSG
SRR1405054	GTEX-14AS3-0126-SM-5Q5F4	Liver	GTEX-14AS3
SRR8222520	GTEX-14AS3-0126-SM-5Q5F4	Liver	GTEX-14AS3
SRR1405078	GTEX-YJ8A-0726-SM-5Q5A6	Nerve - Tibial	GTEX-YJ8A
SRR8231739	GTEX-YJ8A-0726-SM-5Q5A6	Nerve - Tibial	GTEX-YJ8A
SRR1405099	GTEX-ZF29-0626-SM-4WKHD	Spleen	GTEX-ZF29
SRR8232116	GTEX-ZF29-0626-SM-4WKHD	Spleen	GTEX-ZF29
SRR1405123	GTEX-Y8LW-2026-SM-4V6G8	Muscle - Skeletal	GTEX-Y8LW
SRR8231486	GTEX-Y8LW-2026-SM-4V6G8	Muscle - Skeletal	GTEX-Y8LW
SRR1405147	GTEX-YB5K-1726-SM-5IFIZ	Minor Salivary Gland	GTEX-YB5K
SRR8231548	GTEX-YB5K-1726-SM-5IFIZ	Minor Salivary Gland	GTEX-YB5K
SRR1405165	GTEX-13VXT-0226-SM-5LU9Q	Adipose - Subcutaneous	GTEX-13VXT
SRR8221784	GTEX-13VXT-0226-SM-5LU9Q	Adipose - Subcutaneous	GTEX-13VXT
SRR1405182	GTEX-YFCO-1726-SM-4W21S	Testis	GTEX-YFCO
SRR8231714	GTEX-YFCO-1726-SM-4W21S	Testis	GTEX-YFCO
SRR1405206	GTEX-139TU-1926-SM-5J2OC	Heart - Atrial Appendage	GTEX-139TU
SRR8220507	GTEX-139TU-1926-SM-5J2OC	Heart - Atrial Appendage	GTEX-139TU
SRR1405224	GTEX-12WSM-0011-R11a-SM-5DUX8	Brain - Cerebellar Hemisphere	GTEX-12WSM
SRR8219789	GTEX-12WSM-0011-R11a-SM-5DUX8	Brain - Cerebellar Hemisphere	GTEX-12WSM
SRR1405245	GTEX-139T6-0226-SM-5IFGZ	Spleen	GTEX-139T6
SRR8220425	GTEX-139T6-0226-SM-5IFGZ	Spleen	GTEX-139T6
SRR1405266	GTEX-YEC3-2526-101809-SM-5CVLT	Esophagus - Mucosa	GTEX-YEC3
SRR8231595	GTEX-YEC3-2526-101809-SM-5CVLT	Esophagus - Mucosa	GTEX-YEC3
SRR1405289	GTEX-ZTX8-0426-SM-59HLG	Stomach	GTEX-ZTX8
SRR8232470	GTEX-ZTX8-0426-SM-59HLG	Stomach	GTEX-ZTX8
SRR1405311	GTEX-11ONC-2026-SM-5HL61	Colon - Transverse	GTEX-11ONC
SRR8218981	GTEX-11ONC-2026-SM-5HL61	Colon - Transverse	GTEX-11ONC
SRR1405331	GTEX-ZVZP-2326-SM-59HL4	Adipose - Subcutaneous	GTEX-ZVZP
SRR8232687	GTEX-ZVZP-2326-SM-59HL4	Adipose - Subcutaneous	GTEX-ZVZP
SRR1405353	GTEX-1192W-2626-SM-5Q5AF	Skin - Sun Exposed (Lower leg)	GTEX-1192W
SRR8218485	GTEX-1192W-2626-SM-5Q5AF	Skin - Sun Exposed (Lower leg)	GTEX-1192W
SRR1405374	GTEX-139TT-2726-SM-5IJFM	Pituitary	GTEX-139TT
SRR8220492	GTEX-139TT-2726-SM-5IJFM	Pituitary	GTEX-139TT
SRR1405391	GTEX-ZF3C-1626-SM-4WWB4	Esophagus - Mucosa	GTEX-ZF3C
SRR8232169	GTEX-ZF3C-1626-SM-4WWB4	Esophagus - Mucosa	GTEX-ZF3C
SRR1405413	GTEX-13X6I-1826-SM-5SIAO	Skin - Not Sun Exposed (Suprapubic)	GTEX-13X6I
SRR8221896	GTEX-13X6I-1826-SM-5SIAO	Skin - Not Sun Exposed (Suprapubic)	GTEX-13X6I
SRR1405437	GTEX-12WSF-0005-SM-5NQAQ	Whole Blood	GTEX-12WSF
SRR8219657	GTEX-12WSF-0005-SM-5NQAQ	Whole Blood	GTEX-12WSF
SRR1405461	GTEX-12KS4-2326-SM-5EGJB	Colon - Sigmoid	GTEX-12KS4
SRR8219526	GTEX-12KS4-2326-SM-5EGJB	Colon - Sigmoid	GTEX-12KS4
SRR1405485	GTEX-13OW8-0011-R3a-SM-5L3I4	Brain - Anterior cingulate cortex (BA24)	GTEX-13OW8
SRR8221438	GTEX-13OW8-0011-R3a-SM-5L3I4	Brain - Anterior cingulate cortex (BA24)	GTEX-13OW8
SRR1405504	GTEX-PLZ6-0426-SM-5IJDW	Lung	GTEX-PLZ6
SRR8228211	GTEX-PLZ6-0426-SM-5IJDW	Lung	GTEX-PLZ6
SRR1405525	GTEX-11UD2-0126-SM-5EQL2	Adipose - Subcutaneous	GTEX-11UD2
SRR8219150	GTEX-11UD2-0126-SM-5EQL2	Adipose - Subcutaneous	GTEX-11UD2
SRR1405547	GTEX-ZXES-2026-SM-5NQ6R	Adipose - Subcutaneous	GTEX-ZXES
SRR8232730	GTEX-ZXES-2026-SM-5NQ6R	Adipose - Subcutaneous	GTEX-ZXES
SRR1405569	GTEX-Y5LM-1126-SM-4VDT5	Esophagus - Muscularis	GTEX-Y5LM
SRR8231363	GTEX-Y5LM-1126-SM-4VDT5	Esophagus - Muscularis	GTEX-Y5LM
